DATE,DATE,ASK PRICE,BID PRICE,OPT STRIKE PRICE,OPEN INTEREST,OPT EXERCISE PRICE,PRICE HIGH,PRICE LOW,OPENING PRICE,Instrument,exp_date,type
2018-02-14,2018-02-14,1587.7,1570.1,1100.0,0.0,1100,1578.9,1578.9,1578.9,SPX01191100C,2019-01-18,C
2018-02-14,2018-02-14,2.9,0.25,1100.0,20.0,1100,1.575,1.575,1.575,SPX01191100P,2019-01-18,P
2018-02-14,2018-02-14,1539.2,1521.7,1150.0,0.0,1150,1530.45,1530.45,1530.45,SPX01191150C,2019-01-18,C
2018-02-14,2018-02-14,3.3,0.65,1150.0,3.0,1150,1.975,1.975,1.975,SPX01191150P,2019-01-18,P
2018-02-14,2018-02-14,1490.8,1473.3,1200.0,0.0,1200,1482.05,1482.05,1482.05,SPX01191200C,2019-01-18,C
2018-02-14,2018-02-14,3.7,1.05,1200.0,6.0,1200,2.375,2.375,2.375,SPX01191200P,2019-01-18,P
2018-02-14,2018-02-14,1418.3,1401.0,1275.0,0.0,1275,1409.65,1409.65,1409.65,SPX01191275C,2019-01-18,C
2018-02-14,2018-02-14,4.5,1.9,1275.0,2.0,1275,3.2,3.2,3.2,SPX01191275P,2019-01-18,P
2018-02-14,2018-02-14,1394.2,1379.1,1300.0,0.0,1300,1386.65,1386.65,1386.65,SPX01191300C,2019-01-18,C
2018-02-14,2018-02-14,4.8,2.2,1300.0,12.0,1300,3.5,3.5,3.5,SPX01191300P,2019-01-18,P
2018-02-14,2018-02-14,1370.1,1352.9,1325.0,0.0,1325,1361.5,1361.5,1361.5,SPX01191325C,2019-01-18,C
2018-02-14,2018-02-14,5.2,2.55,1325.0,2.0,1325,3.875,3.875,3.875,SPX01191325P,2019-01-18,P
2018-02-14,2018-02-14,1321.9,1307.1,1375.0,0.0,1375,1314.5,1314.5,1314.5,SPX01191375C,2019-01-18,C
2018-02-14,2018-02-14,5.9,3.3,1375.0,0.0,1375,4.6,4.6,4.6,SPX01191375P,2019-01-18,P
2018-02-14,2018-02-14,1297.9,1283.1,1400.0,0.0,1400,1290.5,1290.5,1290.5,SPX01191400C,2019-01-18,C
2018-02-14,2018-02-14,6.4,3.7,1400.0,5.0,1400,5.05,5.05,5.05,SPX01191400P,2019-01-18,P
