DATE,DATE,ASK PRICE,BID PRICE,OPT STRIKE PRICE,OPEN INTEREST,OPT EXERCISE PRICE,PRICE HIGH,PRICE LOW,OPENING PRICE,Instrument,exp_date,type
2018-06-01,2018-06-01,1621.3,1617.0,1100.0,703.0,1100,1619.15,1619.15,1619.15,SPX01191100C,2019-01-18,C
2018-06-01,2018-06-01,1.0,0.7,1100.0,420.0,1100,0.85,0.85,0.85,SPX01191100P,2019-01-18,P
2018-06-01,2018-06-01,1572.3,1568.0,1150.0,0.0,1150,1570.15,1570.15,1570.15,SPX01191150C,2019-01-18,C
2018-06-01,2018-06-01,1.15,0.45,1150.0,4.0,1150,0.8,0.8,0.8,SPX01191150P,2019-01-18,P
2018-06-01,2018-06-01,1523.2,1519.0,1200.0,0.0,1200,1521.1,1521.1,1521.1,SPX01191200C,2019-01-18,C
2018-06-01,2018-06-01,1.25,0.6,1200.0,1518.0,1200,0.925,0.925,0.925,SPX01191200P,2019-01-18,P
2018-06-01,2018-06-01,1449.8,1445.6,1275.0,0.0,1275,1447.7,1447.7,1447.7,SPX01191275C,2019-01-18,C
2018-06-01,2018-06-01,1.55,0.9,1275.0,2.0,1275,1.225,1.225,1.225,SPX01191275P,2019-01-18,P
2018-06-01,2018-06-01,1425.3,1421.1,1300.0,0.0,1300,1423.2,1423.2,1423.2,SPX01191300C,2019-01-18,C
2018-06-01,2018-06-01,1.65,1.0,1300.0,1502.0,1300,1.325,1.325,1.325,SPX01191300P,2019-01-18,P
2018-06-01,2018-06-01,1400.8,1396.6,1325.0,0.0,1325,1398.7,1398.7,1398.7,SPX01191325C,2019-01-18,C
2018-06-01,2018-06-01,1.75,1.1,1325.0,33.0,1325,1.425,1.425,1.425,SPX01191325P,2019-01-18,P
2018-06-01,2018-06-01,1351.9,1347.7,1375.0,0.0,1375,1349.8,1349.8,1349.8,SPX01191375C,2019-01-18,C
2018-06-01,2018-06-01,2.0,1.55,1375.0,34.0,1375,1.775,1.775,1.775,SPX01191375P,2019-01-18,P
