DATE,DATE,ASK PRICE,BID PRICE,OPT STRIKE PRICE,OPEN INTEREST,OPT EXERCISE PRICE,PRICE HIGH,PRICE LOW,OPENING PRICE,Instrument,exp_date,type
2018-05-23,2018-05-23,1617.1,1613.2,1100.0,703.0,1100,1615.15,1615.15,1615.15,SPX01191100C,2019-01-18,C
2018-05-23,2018-05-23,0.85,0.6,1100.0,420.0,1100,0.725,0.725,0.725,SPX01191100P,2019-01-18,P
2018-05-23,2018-05-23,1568.0,1564.2,1150.0,0.0,1150,1566.1,1566.1,1566.1,SPX01191150C,2019-01-18,C
2018-05-23,2018-05-23,0.95,0.75,1150.0,4.0,1150,0.85,0.85,0.85,SPX01191150P,2019-01-18,P
2018-05-23,2018-05-23,1519.0,1515.2,1200.0,0.0,1200,1517.1,1517.1,1517.1,SPX01191200C,2019-01-18,C
2018-05-23,2018-05-23,1.05,0.85,1200.0,1517.0,1200,0.95,0.95,0.95,SPX01191200P,2019-01-18,P
2018-05-23,2018-05-23,1445.6,1441.8,1275.0,0.0,1275,1443.7,1443.7,1443.7,SPX01191275C,2019-01-18,C
2018-05-23,2018-05-23,1.3,1.1,1275.0,2.0,1275,1.2,1.2,1.2,SPX01191275P,2019-01-18,P
2018-05-23,2018-05-23,1421.1,1417.3,1300.0,0.0,1300,1419.2,1419.2,1419.2,SPX01191300C,2019-01-18,C
2018-05-23,2018-05-23,1.45,1.15,1300.0,1502.0,1300,1.3,1.3,1.3,SPX01191300P,2019-01-18,P
2018-05-23,2018-05-23,1396.7,1392.9,1325.0,0.0,1325,1394.8,1394.8,1394.8,SPX01191325C,2019-01-18,C
2018-05-23,2018-05-23,1.5,1.25,1325.0,33.0,1325,1.375,1.375,1.375,SPX01191325P,2019-01-18,P
2018-05-23,2018-05-23,1347.8,1344.0,1375.0,0.0,1375,1345.9,1345.9,1345.9,SPX01191375C,2019-01-18,C
2018-05-23,2018-05-23,1.75,1.55,1375.0,34.0,1375,1.65,1.65,1.65,SPX01191375P,2019-01-18,P
2018-05-23,2018-05-23,1323.4,1319.6,1400.0,0.0,1400,1321.5,1321.5,1321.5,SPX01191400C,2019-01-18,C
2018-05-23,2018-05-23,1.9,1.6,1400.0,541.0,1400,1.75,1.75,1.75,SPX01191400P,2019-01-18,P
2018-05-23,2018-05-23,1298.9,1295.2,1425.0,0.0,1425,1297.05,1297.05,1297.05,SPX01191425C,2019-01-18,C
2018-05-23,2018-05-23,2.05,1.75,1425.0,36.0,1425,1.9,1.9,1.9,SPX01191425P,2019-01-18,P
2018-05-23,2018-05-23,1274.5,1270.8,1450.0,0.0,1450,1272.65,1272.65,1272.65,SPX01191450C,2019-01-18,C
2018-05-23,2018-05-23,2.2,1.9,1450.0,103.0,1450,2.05,2.05,2.05,SPX01191450P,2019-01-18,P
2018-05-23,2018-05-23,1250.2,1246.4,1475.0,0.0,1475,1248.3,1248.3,1248.3,SPX01191475C,2019-01-18,C
2018-05-23,2018-05-23,2.35,2.1,1475.0,174.0,1475,2.225,2.225,2.225,SPX01191475P,2019-01-18,P
2018-05-23,2018-05-23,1225.8,1222.1,1500.0,0.0,1500,1223.95,1223.95,1223.95,SPX01191500C,2019-01-18,C
2018-05-23,2018-05-23,2.55,2.25,1500.0,1705.0,1500,2.4,2.4,2.4,SPX01191500P,2019-01-18,P
