DATE,DATE,ASK PRICE,BID PRICE,OPT STRIKE PRICE,OPEN INTEREST,OPT EXERCISE PRICE,PRICE HIGH,PRICE LOW,OPENING PRICE,Instrument,exp_date,type
2017-12-19,2017-12-19,1584.7,1578.2,1100.0,663.0,1100,1581.45,1581.45,1581.45,SPX01181100C,2018-01-19,C
2017-12-19,2017-12-19,1559.7,1553.2,1125.0,45.0,1125,1556.45,1556.45,1556.45,SPX01181125C,2018-01-19,C
2017-12-19,2017-12-19,1534.8,1528.3,1150.0,1.0,1150,1531.55,1531.55,1531.55,SPX01181150C,2018-01-19,C
2017-12-19,2017-12-19,1509.8,1503.3,1175.0,32.0,1175,1506.55,1506.55,1506.55,SPX01181175C,2018-01-19,C
2017-12-19,2017-12-19,1484.9,1478.4,1200.0,98.0,1200,1481.65,1481.65,1481.65,SPX01181200C,2018-01-19,C
2017-12-19,2017-12-19,1460.0,1453.4,1225.0,12.0,1225,1456.7,1456.7,1456.7,SPX01181225C,2018-01-19,C
2017-12-19,2017-12-19,1410.1,1403.6,1275.0,75.0,1275,1406.85,1406.85,1406.85,SPX01181275C,2018-01-19,C
2017-12-19,2017-12-19,1385.1,1378.6,1300.0,218.0,1300,1381.85,1381.85,1381.85,SPX01181300C,2018-01-19,C
2017-12-19,2017-12-19,1360.2,1353.7,1325.0,19.0,1325,1356.95,1356.95,1356.95,SPX01181325C,2018-01-19,C
2017-12-19,2017-12-19,1310.3,1303.8,1375.0,140.0,1375,1307.05,1307.05,1307.05,SPX01181375C,2018-01-19,C
2017-12-19,2017-12-19,1285.3,1278.8,1400.0,170.0,1400,1282.05,1282.05,1282.05,SPX01181400C,2018-01-19,C
2017-12-19,2017-12-19,1235.4,1228.9,1450.0,1.0,1450,1232.15,1232.15,1232.15,SPX01181450C,2018-01-19,C
2017-12-19,2017-12-19,1210.5,1204.0,1475.0,18.0,1475,1207.25,1207.25,1207.25,SPX01181475C,2018-01-19,C
2017-12-19,2017-12-19,1185.5,1179.1,1500.0,820.0,1500,1182.3,1182.3,1182.3,SPX01181500C,2018-01-19,C
2017-12-19,2017-12-19,1160.6,1154.1,1525.0,38.0,1525,1157.35,1157.35,1157.35,SPX01181525C,2018-01-19,C
2017-12-19,2017-12-19,1135.7,1129.2,1550.0,42.0,1550,1132.45,1132.45,1132.45,SPX01181550C,2018-01-19,C
2017-12-19,2017-12-19,1110.7,1104.2,1575.0,3.0,1575,1107.45,1107.45,1107.45,SPX01181575C,2018-01-19,C
2017-12-19,2017-12-19,1085.8,1079.3,1600.0,3.0,1600,1082.55,1082.55,1082.55,SPX01181600C,2018-01-19,C
2017-12-19,2017-12-19,1060.8,1054.3,1625.0,0.0,1625,1057.55,1057.55,1057.55,SPX01181625C,2018-01-19,C
2017-12-19,2017-12-19,1035.9,1029.4,1650.0,0.0,1650,1032.65,1032.65,1032.65,SPX01181650C,2018-01-19,C
2017-12-19,2017-12-19,1010.9,1004.4,1675.0,2.0,1675,1007.65,1007.65,1007.65,SPX01181675C,2018-01-19,C
