DATE,DATE,ASK PRICE,BID PRICE,OPT STRIKE PRICE,OPEN INTEREST,OPT EXERCISE PRICE,PRICE HIGH,PRICE LOW,OPENING PRICE,Instrument,exp_date,type
2018-06-04,2018-06-04,1632.8,1629.2,1100.0,703.0,1100,1631.0,1631.0,1631.0,SPX01191100C,2019-01-18,C
2018-06-04,2018-06-04,0.85,0.55,1100.0,420.0,1100,0.7,0.7,0.7,SPX01191100P,2019-01-18,P
2018-06-04,2018-06-04,1583.9,1580.0,1150.0,0.0,1150,1581.95,1581.95,1581.95,SPX01191150C,2019-01-18,C
2018-06-04,2018-06-04,1.0,0.7,1150.0,4.0,1150,0.85,0.85,0.85,SPX01191150P,2019-01-18,P
2018-06-04,2018-06-04,1534.8,1531.0,1200.0,0.0,1200,1532.9,1532.9,1532.9,SPX01191200C,2019-01-18,C
2018-06-04,2018-06-04,1.1,0.8,1200.0,1518.0,1200,0.95,0.95,0.95,SPX01191200P,2019-01-18,P
2018-06-04,2018-06-04,1461.3,1457.5,1275.0,0.0,1275,1459.4,1459.4,1459.4,SPX01191275C,2019-01-18,C
2018-06-04,2018-06-04,1.35,1.05,1275.0,2.0,1275,1.2,1.2,1.2,SPX01191275P,2019-01-18,P
2018-06-04,2018-06-04,1436.8,1433.0,1300.0,0.0,1300,1434.9,1434.9,1434.9,SPX01191300C,2019-01-18,C
2018-06-04,2018-06-04,1.4,1.1,1300.0,1502.0,1300,1.25,1.25,1.25,SPX01191300P,2019-01-18,P
2018-06-04,2018-06-04,1412.3,1408.6,1325.0,0.0,1325,1410.45,1410.45,1410.45,SPX01191325C,2019-01-18,C
2018-06-04,2018-06-04,1.5,1.2,1325.0,33.0,1325,1.35,1.35,1.35,SPX01191325P,2019-01-18,P
2018-06-04,2018-06-04,1363.4,1359.6,1375.0,0.0,1375,1361.5,1361.5,1361.5,SPX01191375C,2019-01-18,C
2018-06-04,2018-06-04,1.7,1.55,1375.0,34.0,1375,1.625,1.625,1.625,SPX01191375P,2019-01-18,P
2018-06-04,2018-06-04,1338.9,1335.2,1400.0,0.0,1400,1337.05,1337.05,1337.05,SPX01191400C,2019-01-18,C
