DATE,DATE,ASK PRICE,BID PRICE,OPT STRIKE PRICE,OPEN INTEREST,OPT EXERCISE PRICE,PRICE HIGH,PRICE LOW,OPENING PRICE,Instrument,exp_date,type
2018-01-09,2018-01-09,1660.5,1644.5,1100.0,3262.0,1100,1652.5,1652.5,1652.5,SPX01181100C,2018-01-19,C
2018-01-09,2018-01-09,1630.6,1623.7,1125.0,45.0,1125,1627.15,1627.15,1627.15,SPX01181125C,2018-01-19,C
2018-01-09,2018-01-09,1605.6,1598.7,1150.0,1.0,1150,1602.15,1602.15,1602.15,SPX01181150C,2018-01-19,C
2018-01-09,2018-01-09,1580.6,1573.7,1175.0,32.0,1175,1577.15,1577.15,1577.15,SPX01181175C,2018-01-19,C
2018-01-09,2018-01-09,1561.1,1544.6,1200.0,98.0,1200,1552.85,1552.85,1552.85,SPX01181200C,2018-01-19,C
2018-01-09,2018-01-09,1537.4,1519.6,1225.0,12.0,1225,1528.5,1528.5,1528.5,SPX01181225C,2018-01-19,C
2018-01-09,2018-01-09,1480.7,1473.8,1275.0,75.0,1275,1477.25,1477.25,1477.25,SPX01181275C,2018-01-19,C
2018-01-09,2018-01-09,1461.7,1444.6,1300.0,218.0,1300,1453.15,1453.15,1453.15,SPX01181300C,2018-01-19,C
2018-01-09,2018-01-09,1430.7,1423.8,1325.0,19.0,1325,1427.25,1427.25,1427.25,SPX01181325C,2018-01-19,C
2018-01-09,2018-01-09,1380.7,1373.8,1375.0,140.0,1375,1377.25,1377.25,1377.25,SPX01181375C,2018-01-19,C
2018-01-09,2018-01-09,1361.2,1344.7,1400.0,170.0,1400,1352.95,1352.95,1352.95,SPX01181400C,2018-01-19,C
2018-01-09,2018-01-09,1305.8,1298.9,1450.0,1.0,1450,1302.35,1302.35,1302.35,SPX01181450C,2018-01-19,C
2018-01-09,2018-01-09,1280.8,1273.9,1475.0,18.0,1475,1277.35,1277.35,1277.35,SPX01181475C,2018-01-19,C
2018-01-09,2018-01-09,1255.8,1248.9,1500.0,820.0,1500,1252.35,1252.35,1252.35,SPX01181500C,2018-01-19,C
2018-01-09,2018-01-09,1230.8,1223.9,1525.0,38.0,1525,1227.35,1227.35,1227.35,SPX01181525C,2018-01-19,C
2018-01-09,2018-01-09,1211.3,1194.8,1550.0,42.0,1550,1203.05,1203.05,1203.05,SPX01181550C,2018-01-19,C
2018-01-09,2018-01-09,1186.3,1169.8,1575.0,3.0,1575,1178.05,1178.05,1178.05,SPX01181575C,2018-01-19,C
2018-01-09,2018-01-09,1155.9,1149.0,1600.0,3.0,1600,1152.45,1152.45,1152.45,SPX01181600C,2018-01-19,C
2018-01-09,2018-01-09,1130.9,1124.0,1625.0,0.0,1625,1127.45,1127.45,1127.45,SPX01181625C,2018-01-19,C
