DATE,DATE,ASK PRICE,BID PRICE,OPT STRIKE PRICE,OPEN INTEREST,OPT EXERCISE PRICE,PRICE HIGH,PRICE LOW,OPENING PRICE,Instrument,exp_date,type
2018-04-09,2018-04-09,1509.6,1493.9,1100.0,300.0,1100,1501.75,1501.75,1501.75,SPX01191100C,2019-01-18,C
2018-04-09,2018-04-09,3.0,0.05,1100.0,319.0,1100,1.525,1.525,1.525,SPX01191100P,2019-01-18,P
2018-04-09,2018-04-09,1460.9,1445.0,1150.0,0.0,1150,1452.95,1452.95,1452.95,SPX01191150C,2019-01-18,C
2018-04-09,2018-04-09,1412.4,1397.0,1200.0,0.0,1200,1404.7,1404.7,1404.7,SPX01191200C,2019-01-18,C
2018-04-09,2018-04-09,1339.6,1324.3,1275.0,0.0,1275,1331.95,1331.95,1331.95,SPX01191275C,2019-01-18,C
2018-04-09,2018-04-09,1315.5,1299.5,1300.0,0.0,1300,1307.5,1307.5,1307.5,SPX01191300C,2019-01-18,C
2018-04-09,2018-04-09,7.7,2.25,1300.0,1501.0,1300,4.975,4.975,4.975,SPX01191300P,2019-01-18,P
2018-04-09,2018-04-09,1291.3,1275.8,1325.0,0.0,1325,1283.55,1283.55,1283.55,SPX01191325C,2019-01-18,C
2018-04-09,2018-04-09,8.1,2.5,1325.0,32.0,1325,5.3,5.3,5.3,SPX01191325P,2019-01-18,P
2018-04-09,2018-04-09,1243.0,1227.5,1375.0,0.0,1375,1235.25,1235.25,1235.25,SPX01191375C,2019-01-18,C
2018-04-09,2018-04-09,8.8,2.5,1375.0,1.0,1375,5.65,5.65,5.65,SPX01191375P,2019-01-18,P
2018-04-09,2018-04-09,1219.0,1203.4,1400.0,0.0,1400,1211.2,1211.2,1211.2,SPX01191400C,2019-01-18,C
2018-04-09,2018-04-09,9.2,2.35,1400.0,9.0,1400,5.775,5.775,5.775,SPX01191400P,2019-01-18,P
2018-04-09,2018-04-09,1194.9,1179.2,1425.0,0.0,1425,1187.05,1187.05,1187.05,SPX01191425C,2019-01-18,C
2018-04-09,2018-04-09,9.6,0.9,1425.0,0.0,1425,5.25,5.25,5.25,SPX01191425P,2019-01-18,P
2018-04-09,2018-04-09,1170.9,1155.3,1450.0,0.0,1450,1163.1,1163.1,1163.1,SPX01191450C,2019-01-18,C
2018-04-09,2018-04-09,10.1,1.4,1450.0,30.0,1450,5.75,5.75,5.75,SPX01191450P,2019-01-18,P
2018-04-09,2018-04-09,1146.9,1131.4,1475.0,0.0,1475,1139.15,1139.15,1139.15,SPX01191475C,2019-01-18,C
2018-04-09,2018-04-09,10.6,1.9,1475.0,0.0,1475,6.25,6.25,6.25,SPX01191475P,2019-01-18,P
2018-04-09,2018-04-09,1123.0,1107.5,1500.0,0.0,1500,1115.25,1115.25,1115.25,SPX01191500C,2019-01-18,C
2018-04-09,2018-04-09,11.2,2.5,1500.0,1523.0,1500,6.85,6.85,6.85,SPX01191500P,2019-01-18,P
2018-04-09,2018-04-09,1099.1,1083.7,1525.0,0.0,1525,1091.4,1091.4,1091.4,SPX01191525C,2019-01-18,C
2018-04-09,2018-04-09,11.7,3.1,1525.0,2.0,1525,7.4,7.4,7.4,SPX01191525P,2019-01-18,P
2018-04-09,2018-04-09,1075.2,1060.0,1550.0,0.0,1550,1067.6,1067.6,1067.6,SPX01191550C,2019-01-18,C
2018-04-09,2018-04-09,12.4,3.8,1550.0,10.0,1550,8.1,8.1,8.1,SPX01191550P,2019-01-18,P
2018-04-09,2018-04-09,1051.4,1036.2,1575.0,0.0,1575,1043.8,1043.8,1043.8,SPX01191575C,2019-01-18,C
2018-04-09,2018-04-09,13.0,4.5,1575.0,1.0,1575,8.75,8.75,8.75,SPX01191575P,2019-01-18,P
2018-04-09,2018-04-09,1027.7,1012.6,1600.0,0.0,1600,1020.15,1020.15,1020.15,SPX01191600C,2019-01-18,C
2018-04-09,2018-04-09,13.7,5.2,1600.0,12.0,1600,9.45,9.45,9.45,SPX01191600P,2019-01-18,P
2018-04-09,2018-04-09,1004.0,989.0,1625.0,0.0,1625,996.5,996.5,996.5,SPX01191625C,2019-01-18,C
2018-04-09,2018-04-09,14.5,6.1,1625.0,12.0,1625,10.3,10.3,10.3,SPX01191625P,2019-01-18,P
2018-04-09,2018-04-09,980.3,965.4,1650.0,0.0,1650,972.85,972.85,972.85,SPX01191650C,2019-01-18,C
2018-04-09,2018-04-09,15.3,6.9,1650.0,0.0,1650,11.1,11.1,11.1,SPX01191650P,2019-01-18,P
2018-04-09,2018-04-09,956.7,942.0,1675.0,0.0,1675,949.35,949.35,949.35,SPX01191675C,2019-01-18,C
2018-04-09,2018-04-09,16.2,7.9,1675.0,0.0,1675,12.05,12.05,12.05,SPX01191675P,2019-01-18,P
2018-04-09,2018-04-09,909.7,895.2,1725.0,1.0,1725,902.45,902.45,902.45,SPX01191725C,2019-01-18,C
2018-04-09,2018-04-09,18.1,10.0,1725.0,26.0,1725,14.05,14.05,14.05,SPX01191725P,2019-01-18,P
2018-04-09,2018-04-09,886.3,871.9,1750.0,0.0,1750,879.1,879.1,879.1,SPX01191750C,2019-01-18,C
2018-04-09,2018-04-09,19.1,11.1,1750.0,2.0,1750,15.1,15.1,15.1,SPX01191750P,2019-01-18,P
2018-04-09,2018-04-09,863.0,848.7,1775.0,0.0,1775,855.85,855.85,855.85,SPX01191775C,2019-01-18,C
2018-04-09,2018-04-09,20.3,12.4,1775.0,30.0,1775,16.35,16.35,16.35,SPX01191775P,2019-01-18,P
2018-04-09,2018-04-09,839.7,825.6,1800.0,0.0,1800,832.65,832.65,832.65,SPX01191800C,2019-01-18,C
2018-04-09,2018-04-09,21.5,13.7,1800.0,2434.0,1800,17.6,17.6,17.6,SPX01191800P,2019-01-18,P
2018-04-09,2018-04-09,816.6,802.6,1825.0,0.0,1825,809.6,809.6,809.6,SPX01191825C,2019-01-18,C
2018-04-09,2018-04-09,22.7,15.1,1825.0,27.0,1825,18.9,18.9,18.9,SPX01191825P,2019-01-18,P
2018-04-09,2018-04-09,793.5,779.7,1850.0,4.0,1850,786.6,786.6,786.6,SPX01191850C,2019-01-18,C
2018-04-09,2018-04-09,22.5,19.9,1850.0,1813.0,1850,21.2,21.2,21.2,SPX01191850P,2019-01-18,P
2018-04-09,2018-04-09,770.5,756.8,1875.0,0.0,1875,763.65,763.65,763.65,SPX01191875C,2019-01-18,C
2018-04-09,2018-04-09,24.1,21.4,1875.0,3.0,1875,22.75,22.75,22.75,SPX01191875P,2019-01-18,P
2018-04-09,2018-04-09,747.6,734.1,1900.0,10.0,1900,740.85,740.85,740.85,SPX01191900C,2019-01-18,C
2018-04-09,2018-04-09,25.8,23.1,1900.0,7614.0,1900,24.45,24.45,24.45,SPX01191900P,2019-01-18,P
2018-04-09,2018-04-09,724.8,711.5,1925.0,9.0,1925,718.15,718.15,718.15,SPX01191925C,2019-01-18,C
2018-04-09,2018-04-09,27.6,24.8,1925.0,213.0,1925,26.2,26.2,26.2,SPX01191925P,2019-01-18,P
2018-04-09,2018-04-09,702.1,689.0,1950.0,9.0,1950,695.55,695.55,695.55,SPX01191950C,2019-01-18,C
2018-04-09,2018-04-09,29.5,26.7,1950.0,1951.0,1950,28.1,28.1,28.1,SPX01191950P,2019-01-18,P
2018-04-09,2018-04-09,679.6,666.6,1975.0,11.0,1975,673.1,673.1,673.1,SPX01191975C,2019-01-18,C
2018-04-09,2018-04-09,31.6,28.6,1975.0,6304.0,1975,30.1,30.1,30.1,SPX01191975P,2019-01-18,P
2018-04-09,2018-04-09,657.1,644.3,2000.0,11.0,2000,650.7,650.7,650.7,SPX01192000C,2019-01-18,C
2018-04-09,2018-04-09,33.7,30.7,2000.0,2713.0,2000,32.2,32.2,32.2,SPX01192000P,2019-01-18,P
2018-04-09,2018-04-09,634.8,622.2,2025.0,0.0,2025,628.5,628.5,628.5,SPX01192025C,2019-01-18,C
2018-04-09,2018-04-09,36.0,32.9,2025.0,1075.0,2025,34.45,34.45,34.45,SPX01192025P,2019-01-18,P
2018-04-09,2018-04-09,612.7,600.2,2050.0,7.0,2050,606.45,606.45,606.45,SPX01192050C,2019-01-18,C
2018-04-09,2018-04-09,38.5,35.3,2050.0,2003.0,2050,36.9,36.9,36.9,SPX01192050P,2019-01-18,P
2018-04-09,2018-04-09,590.6,578.3,2075.0,5.0,2075,584.45,584.45,584.45,SPX01192075C,2019-01-18,C
2018-04-09,2018-04-09,41.1,37.8,2075.0,270.0,2075,39.45,39.45,39.45,SPX01192075P,2019-01-18,P
2018-04-09,2018-04-09,568.7,556.7,2100.0,305.0,2100,562.7,562.7,562.7,SPX01192100C,2019-01-18,C
2018-04-09,2018-04-09,43.9,40.6,2100.0,4969.0,2100,42.25,42.25,42.25,SPX01192100P,2019-01-18,P
2018-04-09,2018-04-09,547.0,535.2,2125.0,0.0,2125,541.1,541.1,541.1,SPX01192125C,2019-01-18,C
2018-04-09,2018-04-09,46.8,43.4,2125.0,285.0,2125,45.1,45.1,45.1,SPX01192125P,2019-01-18,P
2018-04-09,2018-04-09,525.5,513.9,2150.0,0.0,2150,519.7,519.7,519.7,SPX01192150C,2019-01-18,C
2018-04-09,2018-04-09,50.0,46.5,2150.0,2858.0,2150,46.36,46.36,46.36,SPX01192150P,2019-01-18,P
2018-04-09,2018-04-09,504.2,492.9,2175.0,0.0,2175,498.55,498.55,498.55,SPX01192175C,2019-01-18,C
2018-04-09,2018-04-09,53.2,49.6,2175.0,95.0,2175,49.54,49.54,49.54,SPX01192175P,2019-01-18,P
2018-04-09,2018-04-09,483.1,472.0,2200.0,80.0,2200,477.55,477.55,477.55,SPX01192200C,2019-01-18,C
2018-04-09,2018-04-09,56.8,53.1,2200.0,7468.0,2200,52.89,52.89,52.89,SPX01192200P,2019-01-18,P
2018-04-09,2018-04-09,462.2,451.3,2225.0,12.0,2225,456.75,456.75,456.75,SPX01192225C,2019-01-18,C
2018-04-09,2018-04-09,60.5,56.7,2225.0,441.0,2225,56.37,56.37,56.37,SPX01192225P,2019-01-18,P
2018-04-09,2018-04-09,441.6,431.0,2250.0,33.0,2250,436.3,436.3,436.3,SPX01192250C,2019-01-18,C
2018-04-09,2018-04-09,64.5,60.6,2250.0,1302.0,2250,62.55,62.55,62.55,SPX01192250P,2019-01-18,P
2018-04-09,2018-04-09,421.2,410.8,2275.0,4.0,2275,416.0,416.0,416.0,SPX01192275C,2019-01-18,C
2018-04-09,2018-04-09,68.6,64.7,2275.0,1165.0,2275,66.65,66.65,66.65,SPX01192275P,2019-01-18,P
2018-04-09,2018-04-09,401.0,390.9,2300.0,393.0,2300,395.95,395.95,395.95,SPX01192300C,2019-01-18,C
2018-04-09,2018-04-09,73.1,69.0,2300.0,3340.0,2300,71.05,71.05,71.05,SPX01192300P,2019-01-18,P
2018-04-09,2018-04-09,381.1,371.2,2325.0,51.0,2325,376.15,376.15,376.15,SPX01192325C,2019-01-18,C
2018-04-09,2018-04-09,77.9,73.7,2325.0,475.0,2325,75.8,75.8,75.8,SPX01192325P,2019-01-18,P
2018-04-09,2018-04-09,361.5,351.9,2350.0,90.0,2350,356.7,356.7,356.7,SPX01192350C,2019-01-18,C
2018-04-09,2018-04-09,83.0,78.6,2350.0,3756.0,2350,80.8,80.8,80.8,SPX01192350P,2019-01-18,P
2018-04-09,2018-04-09,342.1,332.8,2375.0,64.0,2375,337.45,337.45,337.45,SPX01192375C,2019-01-18,C
2018-04-09,2018-04-09,88.2,83.8,2375.0,432.0,2375,86.0,86.0,86.0,SPX01192375P,2019-01-18,P
2018-04-09,2018-04-09,323.1,314.0,2400.0,114.0,2400,318.55,318.55,318.55,SPX01192400C,2019-01-18,C
2018-04-09,2018-04-09,94.0,89.4,2400.0,3976.0,2400,91.7,91.7,91.7,SPX01192400P,2019-01-18,P
2018-04-09,2018-04-09,304.4,295.6,2425.0,70.0,2425,316.15,316.15,316.15,SPX01192425C,2019-01-18,C
2018-04-09,2018-04-09,99.9,95.2,2425.0,4058.0,2425,97.55,97.55,97.55,SPX01192425P,2019-01-18,P
2018-04-09,2018-04-09,286.1,277.5,2450.0,181.0,2450,297.55,297.55,297.55,SPX01192450C,2019-01-18,C
2018-04-09,2018-04-09,106.2,101.4,2450.0,1507.0,2450,97.5,97.5,97.5,SPX01192450P,2019-01-18,P
